news_headline,news_article,news_category,full_text,clean_text
US Prez Biden calls UK PM Truss' tax cut plan a 'mistake',"US President Joe Biden has said that it's ""predictable"" that UK PM Liz Truss had to drop a tax-cutting plan, adding, ""I wasn't...only one that thought it was a mistake.""  ""I disagreed with...policy, but that's up to Great Britain to make that judgment,"" he further said. Earlier, UK's new Finance Minister Jeremy Hunt also called the tax cuts ""mistakes"".",world,"US Prez Biden calls UK PM Truss' tax cut plan a 'mistake'. US President Joe Biden has said that it's ""predictable"" that UK PM Liz Truss had to drop a tax-cutting plan, adding, ""I wasn't...only one that thought it was a mistake.""  ""I disagreed with...policy, but that's up to Great Britain to make that judgment,"" he further said. Earlier, UK's new Finance Minister Jeremy Hunt also called the tax cuts ""mistakes"".",us prez biden call uk pm trus tax cut plan mistake us president joe biden say predictable uk pm liz truss drop tax cut plan add I not one think mistake I disagree policy great britain make judgment far say early uks new finance minister jeremy hunt also call tax cut mistake
Turkey denies involvement with migrant incident at Greek border,"The Turkish government has denied its involvement in an incident where Greece found 92 illegal migrants near its border with Turkey. The migrants were discovered naked and with injuries on their bodies, Greece had said on Saturday. The Greek government later said the migrants' accounts suggested that they had been forced to enter Greece by the Turkish military police. ",world,"Turkey denies involvement with migrant incident at Greek border. The Turkish government has denied its involvement in an incident where Greece found 92 illegal migrants near its border with Turkey. The migrants were discovered naked and with injuries on their bodies, Greece had said on Saturday. The Greek government later said the migrants' accounts suggested that they had been forced to enter Greece by the Turkish military police. ",turkey deny involvement migrant incident greek border turkish government deny involvement incident greece find illegal migrant near border turkey migrant discover naked injury body greece say saturday greek government later say migrant account suggest force enter greece turkish military police
2 refugee camp leaders killed by Rohingya mob in Bangladesh,"Two Rohingya refugee camp leaders were lynched to death by a mob of over a dozen Rohingyas in Bangladesh on Saturday, police said. The Arakan Rohingya Salvation Army (ARSA), a group fighting the military in Myanmar, is believed to be behind the killings, an official cited by AFP said. ""The internal clashes in Myanmar are impacting the...situation in...camps,"" he added.",world,"2 refugee camp leaders killed by Rohingya mob in Bangladesh. Two Rohingya refugee camp leaders were lynched to death by a mob of over a dozen Rohingyas in Bangladesh on Saturday, police said. The Arakan Rohingya Salvation Army (ARSA), a group fighting the military in Myanmar, is believed to be behind the killings, an official cited by AFP said. ""The internal clashes in Myanmar are impacting the...situation in...camps,"" he added.",refugee camp leader kill rohingya mob bangladesh two rohingya refugee camp leader lynch death mob dozen rohingyas bangladesh saturday police say arakan rohingya salvation army arsa group fight military myanmar believe behind killing official cite afp say internal clash myanmar impact situation camp add
Biden will act 'methodically' in responding to Saudi Arabia: Sullivan,"US President Joe Biden will act ""methodically"" in deciding the nature of the response to Saudi Arabia's decision of reducing oil production, the US National Security Adviser said on Sunday. The options do, however, include changes to US security assistance, Jake Sullivan added. OPEC+ countries led by Russia and Saudi Arabia declared oil output cuts despite US objections last week.
",world,"Biden will act 'methodically' in responding to Saudi Arabia: Sullivan. US President Joe Biden will act ""methodically"" in deciding the nature of the response to Saudi Arabia's decision of reducing oil production, the US National Security Adviser said on Sunday. The options do, however, include changes to US security assistance, Jake Sullivan added. OPEC+ countries led by Russia and Saudi Arabia declared oil output cuts despite US objections last week.
",biden act methodically respond saudi arabia sullivan us president joe biden act methodically decide nature response saudi arabias decision reduce oil production us national security adviser say sunday option however include change security assistance jake sullivan add opec country lead russia saudi arabia declare oil output cut despite us objection last week
"4 dead, 61 injured in Tehran prison fire: Iranian authorities","Four prisoners were killed and 61 others were injured in the fire that broke out at Tehran's Evin prison on Saturday, Iranian authorities said on Sunday. According to authorities, the fire started after a prison workshop was set ablaze following ""a fight among a number of prisoners"". Evin reportedly holds many detainees facing security charges, including Iranians with dual nationality.",world,"4 dead, 61 injured in Tehran prison fire: Iranian authorities. Four prisoners were killed and 61 others were injured in the fire that broke out at Tehran's Evin prison on Saturday, Iranian authorities said on Sunday. According to authorities, the fire started after a prison workshop was set ablaze following ""a fight among a number of prisoners"". Evin reportedly holds many detainees facing security charges, including Iranians with dual nationality.",dead injure tehran prison fire iranian authority four prisoner kill injure fire break tehran evin prison saturday iranian authority say sunday accord authority fire start prison workshop set ablaze follow fight among number prisoner evin reportedly hold many detainee face security charge include iranian dual nationality
China will enact policies to boost birth rates: Xi at CCP meet,"China will implement policies to boost its birth rates and ""pursue a proactive national strategy in response to population ageing"", President Xi Jinping said at the opening of the CCP's 20th National Congress on Sunday. According to demographers, China is set to register record-low births this year. Last year, China saw an 11.5% drop in births in comparison to 2020",world,"China will enact policies to boost birth rates: Xi at CCP meet. China will implement policies to boost its birth rates and ""pursue a proactive national strategy in response to population ageing"", President Xi Jinping said at the opening of the CCP's 20th National Congress on Sunday. According to demographers, China is set to register record-low births this year. Last year, China saw an 11.5% drop in births in comparison to 2020",china enact policy boost birth rate xi ccp meet china implement policy boost birth rate pursue proactive national strategy response population ageing president xi jinping say opening ccps th national congress sunday accord demographer china set register record low birth year last year china see drop birth comparison
2 Ugandan districts put under 3-week lockdown amid Ebola outbreak,"The Ugandan government has announced a three-week lockdown and curfew in two districts, Mubende and Kassanda, amid an outbreak of Ebola cases. The country's President Yoweri Museveni on Saturday said that a total of 19 people have died from the disease and there are 58 confirmed cases. He added that 20 people have recovered from the disease so far.",world,"2 Ugandan districts put under 3-week lockdown amid Ebola outbreak. The Ugandan government has announced a three-week lockdown and curfew in two districts, Mubende and Kassanda, amid an outbreak of Ebola cases. The country's President Yoweri Museveni on Saturday said that a total of 19 people have died from the disease and there are 58 confirmed cases. He added that 20 people have recovered from the disease so far.",ugandan district put week lockdown amid ebola outbreak ugandan government announce three week lockdown curfew two district mubende kassanda amid outbreak ebola case countrys president yoweri museveni saturday say total people die disease confirmed case add people recover disease far
Lebanon accuses Israeli gunboats of violating territorial waters,"The Lebanese army on Sunday alleged that Israeli gunboats entered Lebanon's territorial waters several times on Saturday in an area opposite Ras Naqura. Lebanese authorities said there were four instances of maritime border violations by the gunboats, adding that they were discussing the violations with a United Nations Interim Force. The Israeli military has denied the allegations.",world,"Lebanon accuses Israeli gunboats of violating territorial waters. The Lebanese army on Sunday alleged that Israeli gunboats entered Lebanon's territorial waters several times on Saturday in an area opposite Ras Naqura. Lebanese authorities said there were four instances of maritime border violations by the gunboats, adding that they were discussing the violations with a United Nations Interim Force. The Israeli military has denied the allegations.",lebanon accuse israeli gunboat violate territorial water lebanese army sunday allege israeli gunboat enter lebanon territorial water several time saturday area opposite ras naqura lebanese authority say four instance maritime border violation gunboat add discuss violation united nations interim force israeli military deny allegation
"US, Canada send armoured vehicles to Haiti to fight criminals","US and Canada on Saturday delivered security equipment like tactical and armoured vehicles and supplies to Haiti, according to a joint statement. ""This equipment will assist the [Haitian National Police] in their fight against criminal actors who're fomenting violence and disrupting the flow of...humanitarian assistance, hindering efforts to halt the spread of cholera,"" the joint statement said.",world,"US, Canada send armoured vehicles to Haiti to fight criminals. US and Canada on Saturday delivered security equipment like tactical and armoured vehicles and supplies to Haiti, according to a joint statement. ""This equipment will assist the [Haitian National Police] in their fight against criminal actors who're fomenting violence and disrupting the flow of...humanitarian assistance, hindering efforts to halt the spread of cholera,"" the joint statement said.",canada send armoured vehicle haiti fight criminal canada saturday deliver security equipment like tactical armoured vehicle supply haiti accord joint statement equipment assist [ haitian national police ] fight criminal actor whore foment violence disrupt flow humanitarian assistance hinder effort halt spread cholera joint statement say
Paddington bears left as tribute for Queen Elizabeth to be donated,"Over 1,000 Paddington bears and other teddy bears left as a tribute to the late Queen Elizabeth II will be donated to a children's charity, Buckingham Palace said on Saturday. The Queen was linked to the children's literary character Paddington after they both appeared in a video together during Platinum Jubilee celebrations to mark her 70 years of service.",world,"Paddington bears left as tribute for Queen Elizabeth to be donated. Over 1,000 Paddington bears and other teddy bears left as a tribute to the late Queen Elizabeth II will be donated to a children's charity, Buckingham Palace said on Saturday. The Queen was linked to the children's literary character Paddington after they both appeared in a video together during Platinum Jubilee celebrations to mark her 70 years of service.",paddington bear leave tribute queen elizabeth donate paddington bear teddy bear leave tribute late queen elizabeth ii donate children charity buckingham palace say saturday queen link children literary character paddington appear video together platinum jubilee celebration mark year service
